loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,interest_rate,amortization_years,collateral_type,collateral_value,loan_status
LN-20447,BOR-1315,Farm Mortgage,2025-01-01,2045-01-01,1115600.0,0.0637,20,Farmland,2226400.0,Active
LN-20448,BOR-1316,Farm Mortgage,2026-02-01,2051-02-01,330600.0,0.0638,25,Farmland,663800.0,Active
LN-20449,BOR-1317,Term Loan,2020-07-01,2027-07-01,1152900.0,0.068,7,Farmland,2257900.0,Active
LN-20450,BOR-1318,Term Loan,2022-07-01,2032-07-01,728100.0,0.0659,10,Farmland,1601500.0,Active
LN-20451,BOR-1318,Farm Mortgage,2021-07-01,2041-07-01,1047500.0,0.0554,20,Farmland,1440600.0,Active
LN-20452,BOR-1319,Farm Mortgage,2024-12-01,2044-12-01,2173000.0,0.0558,20,Farmland,3160600.0,Active
LN-20453,BOR-1320,Operating Line of Credit,2021-07-01,2026-07-01,277500.0,0.0849,1,General Security Agreement,429100.0,Active
LN-20454,BOR-1321,Farm Mortgage,2025-07-01,2040-07-01,1650400.0,0.0589,15,Farmland,2198300.0,Active
LN-20455,BOR-1322,Equipment Loan,2018-11-01,2023-11-01,260000.0,0.0773,5,Equipment,347300.0,Paid Off
LN-20456,BOR-1323,Term Loan,2017-12-01,2027-12-01,633400.0,0.0821,10,General Security Agreement,769500.0,Active
LN-20457,BOR-1324,Term Loan,2026-01-01,2036-01-01,265400.0,0.0839,10,Farmland,509900.0,Active
LN-20458,BOR-1325,Operating Line of Credit,2020-10-01,2026-10-01,327500.0,0.088,1,General Security Agreement,447400.0,Active
LN-20459,BOR-1326,Operating Line of Credit,2025-11-01,2026-11-01,249600.0,0.0852,1,General Security Agreement,395500.0,Active
LN-20460,BOR-1326,Equipment Loan,2025-08-01,2032-08-01,769900.0,0.0764,7,Equipment,1000700.0,Active
LN-20461,BOR-1327,Operating Line of Credit,2016-10-01,2026-10-01,165800.0,0.0701,1,General Security Agreement,254000.0,Active
LN-20462,BOR-1328,Term Loan,2020-12-01,2030-12-01,1070200.0,0.0737,10,General Security Agreement,1712100.0,Active
LN-20463,BOR-1329,Term Loan,2025-11-01,2030-11-01,474300.0,0.0669,5,General Security Agreement,548900.0,Active
LN-20464,BOR-1330,Term Loan,2024-11-01,2029-11-01,1125000.0,0.0671,5,General Security Agreement,1361900.0,Active
LN-20465,BOR-1331,Term Loan,2021-07-01,2028-07-01,1101300.0,0.0701,7,Farmland,2408300.0,Active
LN-20466,BOR-1332,Operating Line of Credit,2017-08-01,2026-08-01,433200.0,0.0749,1,General Security Agreement,534300.0,Active
LN-20467,BOR-1333,Term Loan,2022-11-01,2032-11-01,117500.0,0.0832,10,General Security Agreement,141100.0,Active
LN-20468,BOR-1333,Operating Line of Credit,2022-04-01,2027-04-01,365000.0,0.0835,1,General Security Agreement,412500.0,Active
LN-20469,BOR-1334,Operating Line of Credit,2026-04-01,2027-04-01,168300.0,0.0724,1,General Security Agreement,251900.0,Active
LN-20470,BOR-1334,Equipment Loan,2025-11-01,2032-11-01,339500.0,0.0605,7,Equipment,367500.0,Active
LN-20471,BOR-1335,Operating Line of Credit,2024-12-01,2026-12-01,95000.0,0.0714,1,General Security Agreement,105700.0,Active
LN-20472,BOR-1336,Term Loan,2021-09-01,2028-09-01,1484900.0,0.0784,7,Farmland,2434100.0,Active
LN-20473,BOR-1336,Operating Line of Credit,2021-08-01,2026-08-01,319900.0,0.0892,1,General Security Agreement,477900.0,Active
LN-20474,BOR-1337,Term Loan,2025-05-01,2035-05-01,1336900.0,0.0677,10,General Security Agreement,1949000.0,Active
LN-20475,BOR-1338,Operating Line of Credit,2025-09-01,2026-09-01,430100.0,0.0774,1,General Security Agreement,542100.0,Active
LN-20476,BOR-1338,Term Loan,2026-02-01,2033-02-01,814000.0,0.0737,7,Farmland,1377400.0,Active
LN-20477,BOR-1339,Term Loan,2024-12-01,2029-12-01,1024700.0,0.0828,5,General Security Agreement,1549600.0,Active
LN-20478,BOR-1339,Operating Line of Credit,2023-07-01,2026-07-01,150200.0,0.0771,1,General Security Agreement,231800.0,Active
LN-20479,BOR-1340,Operating Line of Credit,2025-11-01,2026-11-01,253000.0,0.0712,1,General Security Agreement,391200.0,Active
LN-20480,BOR-1341,Operating Line of Credit,2021-06-01,2027-06-01,204300.0,0.0725,1,General Security Agreement,281600.0,Active
LN-20481,BOR-1341,Term Loan,2021-04-01,2031-04-01,427700.0,0.0775,10,General Security Agreement,496600.0,Active
LN-20482,BOR-1342,Operating Line of Credit,2023-07-01,2026-07-01,125100.0,0.0806,1,General Security Agreement,147500.0,Active
LN-20483,BOR-1343,Equipment Loan,2022-08-01,2029-08-01,283500.0,0.0726,7,Equipment,378700.0,Active
LN-20484,BOR-1344,Equipment Loan,2017-09-01,2024-09-01,387100.0,0.0679,7,Equipment,451900.0,Paid Off
LN-20485,BOR-1344,Operating Line of Credit,2020-11-01,2026-11-01,108200.0,0.0785,1,General Security Agreement,140100.0,Active
LN-20486,BOR-1345,Term Loan,2024-06-01,2031-06-01,1152700.0,0.0766,7,General Security Agreement,1760200.0,Active
LN-20487,BOR-1346,Term Loan,2024-12-01,2031-12-01,120600.0,0.0769,7,General Security Agreement,152700.0,Active
LN-20488,BOR-1346,Farm Mortgage,2024-08-01,2039-08-01,1876000.0,0.0604,15,Farmland,2453100.0,Active
LN-20489,BOR-1347,Term Loan,2021-01-01,2031-01-01,955200.0,0.0755,10,Farmland,1256200.0,Active
LN-20490,BOR-1348,Equipment Loan,2025-03-01,2032-03-01,732500.0,0.0688,7,Equipment,966500.0,Active
LN-20491,BOR-1349,Operating Line of Credit,2018-03-01,2027-03-01,69800.0,0.0818,1,General Security Agreement,108500.0,Default/Charged Off
LN-20492,BOR-1349,Term Loan,2023-03-01,2033-03-01,1049000.0,0.0713,10,Farmland,1812900.0,Active
LN-20493,BOR-1350,Term Loan,2017-01-01,2027-01-01,750600.0,0.0845,10,General Security Agreement,970200.0,Active
LN-20494,BOR-1350,Equipment Loan,2020-01-01,2025-01-01,346200.0,0.071,5,Equipment,446300.0,Paid Off
LN-20495,BOR-1351,Term Loan,2022-12-01,2029-12-01,963800.0,0.0662,7,Farmland,1645900.0,Active
LN-20496,BOR-1352,Equipment Loan,2023-01-01,2030-01-01,295300.0,0.0743,7,Equipment,369900.0,Active
LN-20497,BOR-1352,Term Loan,2026-03-01,2033-03-01,877700.0,0.0805,7,Farmland,1580000.0,Active
LN-20498,BOR-1353,Operating Line of Credit,2024-11-01,2026-11-01,348800.0,0.0799,1,General Security Agreement,538000.0,Active
LN-20499,BOR-1354,Operating Line of Credit,2020-04-01,2027-04-01,241000.0,0.0858,1,General Security Agreement,285300.0,Active
LN-20500,BOR-1354,Farm Mortgage,2017-07-01,2032-07-01,1000200.0,0.0601,15,Farmland,1752000.0,Active
LN-20501,BOR-1355,Operating Line of Credit,2016-09-01,2026-09-01,135500.0,0.0725,1,General Security Agreement,193600.0,Active
LN-20502,BOR-1356,Operating Line of Credit,2026-04-01,2027-04-01,56700.0,0.0872,1,General Security Agreement,79900.0,Active
LN-20503,BOR-1356,Term Loan,2025-04-01,2032-04-01,1142600.0,0.0749,7,Farmland,2486700.0,Active
LN-20504,BOR-1356,Equipment Loan,2024-04-01,2029-04-01,350500.0,0.0632,5,Equipment,439700.0,Active
LN-20505,BOR-1357,Equipment Loan,2025-05-01,2030-05-01,304400.0,0.072,5,Equipment,331400.0,Active
LN-20506,BOR-1357,Farm Mortgage,2023-06-01,2038-06-01,1369100.0,0.058,15,Farmland,3006600.0,Active
LN-20507,BOR-1357,Operating Line of Credit,2026-03-01,2027-03-01,216900.0,0.0842,1,General Security Agreement,282800.0,Active
LN-20508,BOR-1358,Term Loan,2024-02-01,2031-02-01,426700.0,0.0716,7,Farmland,638200.0,Active
LN-20509,BOR-1359,Term Loan,2025-10-01,2030-10-01,596300.0,0.0754,5,Farmland,1123300.0,Active
LN-20510,BOR-1359,Equipment Loan,2025-08-01,2030-08-01,472600.0,0.0736,5,Equipment,555400.0,Active
LN-20511,BOR-1360,Term Loan,2022-06-01,2032-06-01,800100.0,0.0655,10,General Security Agreement,923600.0,Active
LN-20512,BOR-1361,Operating Line of Credit,2023-03-01,2027-03-01,229000.0,0.086,1,General Security Agreement,359200.0,Active
LN-20513,BOR-1362,Operating Line of Credit,2026-03-01,2027-03-01,330100.0,0.0764,1,General Security Agreement,397800.0,Active
LN-20514,BOR-1362,Term Loan,2024-12-01,2029-12-01,316200.0,0.0675,5,General Security Agreement,350000.0,Active
LN-20515,BOR-1362,Equipment Loan,2020-09-01,2025-09-01,501400.0,0.0789,5,Equipment,607100.0,Paid Off
LN-20516,BOR-1363,Term Loan,2024-09-01,2034-09-01,1243900.0,0.0799,10,General Security Agreement,1598600.0,Active
LN-20517,BOR-1363,Operating Line of Credit,2026-04-01,2027-04-01,386200.0,0.0821,1,General Security Agreement,553500.0,Active
LN-20518,BOR-1364,Equipment Loan,2024-10-01,2031-10-01,540100.0,0.0656,7,Equipment,702400.0,Active
LN-20519,BOR-1364,Term Loan,2024-06-01,2031-06-01,1207400.0,0.0734,7,General Security Agreement,1430200.0,Active
LN-20520,BOR-1365,Farm Mortgage,2023-06-01,2043-06-01,1065100.0,0.0696,20,Farmland,2077800.0,Active
LN-20521,BOR-1366,Operating Line of Credit,2022-09-01,2026-09-01,339800.0,0.0841,1,General Security Agreement,527600.0,Active
LN-20522,BOR-1367,Term Loan,2021-05-01,2031-05-01,479200.0,0.0792,10,General Security Agreement,670100.0,Active
LN-20523,BOR-1368,Equipment Loan,2026-03-01,2033-03-01,592700.0,0.0743,7,Equipment,803800.0,Active
LN-20524,BOR-1369,Farm Mortgage,2021-11-01,2046-11-01,533700.0,0.0645,25,Farmland,923000.0,Active
LN-20525,BOR-1370,Operating Line of Credit,2024-03-01,2027-03-01,214100.0,0.0882,1,General Security Agreement,273700.0,Active
LN-20526,BOR-1371,Operating Line of Credit,2026-02-01,2027-02-01,228200.0,0.0719,1,General Security Agreement,312400.0,Active
LN-20527,BOR-1372,Operating Line of Credit,2022-12-01,2026-12-01,305300.0,0.0855,1,General Security Agreement,391000.0,Active
LN-20528,BOR-1373,Farm Mortgage,2026-04-01,2051-04-01,1771400.0,0.0554,25,Farmland,2616500.0,Active
LN-20529,BOR-1374,Equipment Loan,2024-02-01,2029-02-01,774200.0,0.0655,5,Equipment,872300.0,Active
LN-20530,BOR-1374,Farm Mortgage,2017-01-01,2042-01-01,1961800.0,0.064,25,Farmland,2559500.0,Active
LN-20531,BOR-1375,Term Loan,2025-12-01,2030-12-01,460700.0,0.0831,5,General Security Agreement,699900.0,Active
LN-20532,BOR-1376,Term Loan,2025-07-01,2035-07-01,1138900.0,0.0799,10,General Security Agreement,1593700.0,Active
LN-20533,BOR-1376,Equipment Loan,2025-11-01,2032-11-01,446400.0,0.0778,7,Equipment,591300.0,Active
LN-20534,BOR-1377,Term Loan,2026-03-01,2036-03-01,839600.0,0.0665,10,General Security Agreement,1225000.0,Active
LN-20535,BOR-1378,Farm Mortgage,2023-08-01,2038-08-01,1268300.0,0.0554,15,Farmland,2280400.0,Active
LN-20536,BOR-1379,Farm Mortgage,2023-07-01,2038-07-01,481300.0,0.0628,15,Farmland,734400.0,Active
LN-20537,BOR-1379,Term Loan,2025-09-01,2032-09-01,957000.0,0.083,7,Farmland,1441300.0,Active
LN-20538,BOR-1379,Operating Line of Credit,2024-07-01,2026-07-01,144500.0,0.0725,1,General Security Agreement,204200.0,Active
LN-20539,BOR-1380,Equipment Loan,2023-10-01,2028-10-01,715300.0,0.0785,5,Equipment,771800.0,Active
